,massini,zini,yini,alphaMLT,age,eta,alphaFe,FeH,LPhot,Teff,numax,dnuSer,logLPhot
12,0.936,0.003155461000000026,0.224824219,2.1578125,11006.17034,0.0275390625,0.0,-0.6369436309077519,10.830516648465938,5281.200295,0.06302472689107386,0.12271360195628381,1.0346491742823851
63,0.846,0.0008699669999999715,0.252277832,1.77363281,10994.22135,0.104077148,0.0,-1.182230521141494,98.59850470618825,4857.308753,0.004648478263302851,0.016862806463865235,1.993870328706166
50,0.771,0.00017187900000004142,0.288792725,1.82373047,10959.72791,0.122277832,0.0,-1.874584960691649,5.76045116224649,6188.831641,0.16986338003601498,0.29255653151077904,0.7604564989789284
69,1.016,0.015735550000000043,0.283920898,1.71835937,10883.85571,0.150439453,0.0,0.1098617899277509,43.127052418096724,4347.810744,0.008672917277901853,0.024608356747694914,1.6347497766643762
5,0.851,0.0013426080000000784,0.254015503,2.11137695,11104.83985,0.0491271973,0.0,-0.9928614481633736,19.835548078523143,5326.375543,0.03221434439077703,0.07568531068588971,1.2974442050213988
48,0.903,0.009611334000000027,0.306193237,2.1934082,11026.78585,0.235748291,0.0,-0.09817013174817825,9.950990135205409,5124.294552,0.059433872340052686,0.11697694684763761,0.997866295706738
54,0.857,0.0005185349999999866,0.23477417,2.03427734,11002.63474,0.14732666,0.0,-1.4255835686186542,8.529650309412377,5515.185724,0.0851502921795035,0.16113225409240903,0.9309312267354456
66,0.846,0.0008699669999999715,0.252277832,1.77363281,11005.32426,0.104077148,0.0,-1.182230521141494,115.34010782631304,4822.090568,0.0038695710711497,0.01465979600958709,2.0619803530775735
40,0.934,0.009494367000000059,0.291903076,1.67958984,10951.71635,0.165490723,0.0,-0.11024081019680576,54.65432267290692,4381.81086,0.006455788894986676,0.020164369165896572,1.7376245164915618
26,1.016,0.015735550000000043,0.283920898,1.71835937,10900.91327,0.150439453,0.0,0.1098617899277509,63.92435507020281,4242.85788,0.005367595473027278,0.01698225980138202,1.805666355143973
